Date,HLN,JNJ,KMB,KVUE,SPY,XLP
2025-11-03,9.380000114440918,184.1061248779297,99.80924987792969,15.758245468139648,679.4711303710938,74.6574478149414
2025-11-04,9.319999694824219,184.69918823242188,98.21846771240234,15.592266082763672,671.4169921875,74.96324920654297
2025-11-05,9.3100004196167,183.84913635253906,97.64266967773438,15.84611701965332,673.7437133789062,74.91393280029297
2025-11-06,9.40999984741211,184.8079071044922,98.3453369140625,16.070676803588867,666.514892578125,74.57852172851562
2025-11-07,9.460000038146973,184.4125518798828,101.35123443603516,16.480741500854492,667.1710815429688,75.67352294921875
2025-11-10,9.569999694824219,186.2312774658203,100.60951232910156,16.37334442138672,677.5819091796875,75.39730834960938
2025-11-11,9.850000381469727,191.58859252929688,100.55095672607422,16.324525833129883,679.1329956054688,76.38379669189453
2025-11-12,9.880000114440918,192.14210510253906,101.61473846435547,16.48073387145996,679.5108642578125,76.27528381347656
2025-11-13,9.899999618530273,192.99217224121094,101.9367904663086,16.57959747314453,668.2350463867188,76.27528381347656
2025-11-14,9.59000015258789,193.664306640625,101.51713562011719,16.47084617614746,668.125732421875,76.21609497070312
2025-11-17,9.680000305175781,197.2720947265625,101.16580963134766,16.055614471435547,661.901123046875,75.73271179199219
2025-11-18,9.609999656677246,197.68724060058594,100.76566314697266,16.04572868347168,656.3428344726562,76.0582504272461
2025-11-19,9.510000228881836,200.168212890625,99.90684509277344,15.87765884399414,658.87841796875,75.47623443603516
2025-11-20,9.600000381469727,200.72174072265625,101.26339721679688,15.966636657714844,648.8355712890625,76.018798828125
2025-11-21,9.869999885559082,201.54212951660156,102.64923095703125,16.451072692871094,655.2987670898438,76.84745025634766
2025-11-24,9.670000076293945,203.6672821044922,102.50283813476562,16.569711685180664,664.9437866210938,75.95960998535156
2025-11-25,9.819999694824219,205.57713317871094,103.45925903320312,16.836647033691406,671.1981811523438,77.00528717041016
2025-11-26,9.760000228881836,206.46241760253906,105.68439483642578,17.02448844909668,675.8318481445312,77.84380340576172
2025-11-28,9.779999732971191,205.8258056640625,106.49443054199219,17.153013229370117,679.5208129882812,78.2975845336914
2025-12-01,9.800000190734863,204.254150390625,105.92838287353516,17.02448844909668,676.4185180664062,78.21867370605469
2025-12-02,9.670000076293945,204.333740234375,104.37663269042969,16.668577194213867,677.67138671875,77.7056884765625
2025-12-03,9.510000228881836,204.2442169189453,103.57637023925781,16.777326583862305,680.0180053710938,77.76488494873047
2025-12-04,9.529999732971191,201.40928649902344,102.41500854492188,16.797100067138672,680.51513671875,77.3900146484375
2025-12-05,9.520000457763672,200.8621826171875,101.70378875732422,16.737781524658203,681.8078002929688,77.39988708496094
2025-12-08,9.399999618530273,200.5538330078125,100.60733032226562,16.569711685180664,679.7594604492188,76.7586669921875
2025-12-09,9.3100004196167,198.90261840820312,101.6346435546875,16.826759338378906,679.1727294921875,76.93623352050781
2025-12-10,9.460000038146973,205.44781494140625,101.881591796875,17.123353958129883,683.6771850585938,77.16312408447266
2025-12-11,9.59000015258789,208.8994598388672,102.18780517578125,17.123353958129883,685.26806640625,77.73529052734375
2025-12-12,9.520000457763672,210.46116638183594,101.89147186279297,17.13323974609375,677.9000244140625,78.34690856933594
2025-12-15,9.829999923706055,213.03746032714844,101.54574584960938,17.01460075378418,676.8758544921875,78.5639419555664
2025-12-16,9.850000381469727,208.19322204589844,101.2889175415039,17.054147720336914,675.0264282226562,78.20880126953125
2025-12-17,9.819999694824219,209.2177734375,101.68403625488281,17.08380889892578,667.5986938476562,78.57380676269531
2025-12-18,9.84000015258789,207.2084503173828,100.271484375,16.905851364135742,672.6399536132812,78.1200180053711
2025-12-19,9.899999618530273,205.27871704101562,99.4219741821289,16.826759338378906,678.7363891601562,77.71556091308594
2025-12-22,9.970000267028809,206.22369384765625,98.56259155273438,16.81687355041504,682.96484375,77.44408416748047
2025-12-23,10.109999656677246,204.69183349609375,98.88856506347656,16.826759338378906,686.0863037109375,77.07616424560547
2025-12-24,10.100000381469727,206.68125915527344,99.84673309326172,17.01460075378418,688.4996948242188,77.68274688720703
2025-12-26,10.130000114440918,206.5320587158203,99.7677001953125,16.994829177856445,688.4298706054688,77.79212951660156
2025-12-29,10.09000015258789,206.46241760253906,99.7973403930664,16.994829177856445,685.9765625,77.84185028076172
2025-12-30,10.079999923706055,205.81585693359375,100.33074951171875,17.13323974609375,685.138916015625,77.71257781982422
2025-12-31,10.109999656677246,205.85565185546875,99.65904235839844,17.054147720336914,680.062744140625,77.24520874023438
2026-01-02,10.0,206.2535400390625,100.16282653808594,17.123353958129883,681.309326171875,77.2551498413086
2026-01-05,10.109999656677246,203.22959899902344,96.87345123291016,16.629030227661133,685.846923828125,76.91705322265625
